d;v;sed
.1672460443191346;.031021081;.1761280259960019
.8724535337743187;.011725247;.1082831786528348
.3581;.022797436;.1509881982591069
.4804;.042656787;.20653519623183
.4988000000000001;.053437565;.2311656631663118
.9207999999999998;.07223428;.268764357887045
.7706;.059207276;.2433254549590728
.4240999999999999;.016004013;.1265069691140512
.5205000000000001;.044986703;.2121006887068247
.4452;.043927733;.2095894358530937
.134;.048698638;.2206776762286352
.6381;.05615069;.236961366905058
.9881000000000001;.021941304;.1481259717753779
-.5999;.05130288;.22650139250672
.4441999999999999;.05521116;.2349705532154055
.9146999999999998;.016031306;.1266147934187872
.5731000000000001;.029016335;.1703418195622846
.3008999999999999;.023795979;.1542594528329712
.390888246986567;.051682986;.2273389236382299
.705;.11340737;.3367601176915397
.6627647774677577;.051012453;.2258593677224306
.62226514316648;.012717528;.1127720175592082
.9206;.29490799;.5430543025287493
.4342;.044698421;.2114200065708939
.5643;.080217242;.2832264807682635
.4600000000000001;.048065521;.2192385063013516
.9519999999999998;.01913676;.1383356810226636
1.1413;.043747246;.2091584231963642
.3779;.040596332;.2014853112342857
.7944000000000001;.022540737;.150135730195599
.6074000000000002;.021047628;.1450780026384026
1.0452;.025091117;.1584017573861777
.2747999999999999;.019238621;.1387033562978117
.9063;.14549252;.3814348301171087
.4215;.03093647;.1758876643521928
.273571265031691;.065095343;.2551378922083141
.7692301372681863;.06225903;.2495175968129085
.3731;.020428495;.1429282865286474
.6274760018459367;.28601852;.5348069976709726
.4451;.051273078;.2264355926483893
.3206999999999999;.049499098;.2224839247931868
.2627;.048803411;.2209149409609637
.3494;.049874112;.223325128504457
.3268;.049577095;.22265914322923
.1975;.048119981;.219362673454005
.3038;.049287818;.2220085969675686
.2657;.048837364;.2209917701477682
.7310999999999999;.015617569;.1249702719656214
.8560921322830365;.088998787;.2983266424917767
1.1109;.081468992;.2854277355795905
1.1541;.078618392;.280389710655297
.3322;.021052646;.1450952980032737
.8383999999999999;.046034165;.2145557395566741
.4048;.050656013;.2250689057479593
.4445000000000001;.056672085;.2380589919511895
.5952;.02962222;.172111065057964
.8088000000000001;.017128553;.1308761019598828
1.5378;.17337309;.4163809350041848
.5402;.015590223;.1248608123132196
1.155044847435026;.018628612;.1364866713944501
.5167836095332321;.0065025901;.0806386378282623
.1366;.013695588;.1170281525850861
.6457667950140608;.043850016;.2094039505647475
.5548909403342063;.012814796;.1132024554171173
1.2168;.085947886;.293168705084445
.6227764532410737;.041866917;.204614070653503
.2229;.048373874;.2199406142654288
.6385;.048913632;.2211642635234034
.4567;.074562915;.273062109747722
.3342;.056361672;.2374061349842075
.2492;.070215926;.2649828836876963
-.5575;.047477856;.2178941371323786
.4136000000000001;.23201697;.481681387539023
.6772000000000001;.26062068;.5105102256153935
-.4988000000000001;.1938197;.4402495876056458
.2532;.21874107;.4676976264550527
-.0407;.34136504;.5842645376254572
1.1591;.6036433;.776944846976922
-.182;.33021784;.5746458313439085
-.133;.33368075;.5776510732910333
