d;v;sed
1.1952;.099077433;.3147656849766056
1.84;.053174075;.2305950434724781
.3126;.025662253;.1601944233434488
.5693;.029088274;.170552847544241
1.9406;.064089082;.2531582151863123
-1.3665;.031542119;.1776010069285629
-1.7677;.14637846;.3825943861873894
-.4624;.10537278;.3246117388491218
.6139;.015876153;.1260006066509069
.3254;.046056166;.2146070028722692
.3939;.061781496;.24855883411207
-1.628;.02542844;.15946297701187
-1.5233;.031913579;.1786437226464195
.7991;.026836459;.163818368643174
.5454;.035141435;.187460490082258
.3767;.034567524;.1859234303256564
1.5286;.10669951;.3266489138713511
.2014;.10098486;.3177811418684436
.766;.085995764;.2932503454869323
.2816;.084159359;.2901023267745366
.9214;.024310378;.1559178598204485
.6536999999999999;.10534155;.3245636241555729
-.3565;.10158865;.3187297493567239
.229;.039376192;.198434354470317
.7168;.062601484;.2502028917874922
.3897;.12737291;.3568934121782721
.6085;.069752268;.2641065481013297
1.4482;.084144026;.2900758986886018
.1401;.066830233;.2585154413505442
.1374;.066823989;.2585033649039538
.1998;.11166555;.3341639659076231
.341;.10145351;.3185176800430394
1.6609;.073699251;.271476055498297
.4645;.017907819;.1338200984839796
-.6802;.043626405;.2088693467728567
.5636;.04287884;.2070720689839135
.7266;.045854155;.2141358305408017
1.7006;.090767004;.3012756262959219
1.3156;.041943118;.2048001902612263
.9379;.0076813637;.0876433892342748
.7484;.043236963;.2079349996354316
.4765;.051419076;.226757748627252
.482;.051452026;.226830388175835
1.332;.1221778;.3495394112256871
1.3205;.01825057;.1350946667899886
.1552;.066867389;.2585873005389089
.895;.073341876;.2708170507925969
.2411;.011171662;.1056960849394517
.247;.0015719596;.0396479461433418
-.6429;.1752775;.418661568025615
-.6429;.1752775;.418661568025615
-.5448;.21833703;.4672654784685265
-.5448;.21833703;.4672654784685265
.1979;.14355651;.3788885156895476
1.1648;.050809339;.2254092713719255
.6946;.038235664;.1955394146256601
.8784;.067852944;.2604859698723416
.8349;.10650145;.3263455970023124
.9873;.10512786;.3242342755995668
1.5174;.058120739;.2410824277342781
-.2618;.026027545;.1613305486740929
.1144;.05981246;.2445658640828362
.0754;.035123456;.1874125318108914
0;.0625;.25
-.7619;.06601835;.256940363469723
2.778;.13789251;.3713388183575559
1.7324;.052390169;.2288889879541831
1.2852;.07913024;.2813009819386102
1.2412;.05962861;.2441896987999289
2.778;.10765263;.3281046024318865
2.778;.1786055;.4226174392994212
1.1818;.10696834;.3270601554864099
1.5442;.15352014;.3918164600271378
.5022;.012064627;.1098390957676925
.93;.029549666;.1719001648244314
-.4714;.028158281;.1678042928084127
.2794;.043372635;.2082609798405307
-.0142;.0075048795;.0866307081077029
.6829;.0047563775;.0689664973623205
.1739;.015677502;.1252098322844274
-.8174;.084015846;.2898548663651865
.9586;.05946891;.243862480852176
.3472;.049515534;.2225208655604146
.1608;.027867557;.1669357893855532
.6264;.063802049;.252590668503075
-.4143;.02175479;.1474950529432019
.1962;.058359753;.2415776341017508
.476;.06054046;.246049708137317
.0153;.037790764;.1943984709744042
-.2046;.035178963;.1875605551011317
.7419;.040719721;.2017912794779716
1.3097;.050083321;.223793033414414
.7933;.031725459;.1781164202268049
.9087;.018939663;.137621448917605
.5175999999999999;.050414085;.2245308083592072
.5183;.036023486;.1897985400676636
.303;.01759089;.1326306492875413
.3429;.023378411;.1529000042762992
.4435;.03201833;.1789366622622723
.2323;.031460796;.177371908997909
